Name,street add,zip,Lat,Lon,Category\
Starbucks Coffee #7641,1050 Park Manor Blvd,15205,40.452548,-80.16441,Breakfast/Drink/Other\
Starbucks Coffee #7660,825 Beaver Grade Rd,15108,40.517655,-80.216189,Breakfast/Drink/Other\
Starbucks Coffee #7661,2345 Murray Ave,15217,40.430666,-79.923087,Breakfast/Drink/Other\
Starbucks Coffee #7708,270 West Bridge St,15120,40.407632,-79.917064,Breakfast/Drink/Other\
Starbucks Coffee #7732,100 VIP Dr,15090,40.616651,-80.09284,Breakfast/Drink/Other\
Starbucks Coffee #7733,100 Robinson Center Dr,15205,40.454124,-80.161164,Breakfast/Drink/Other\
Starbucks Coffee #7749,4765 Liberty Ave,15224,40.461181,-79.947531,Breakfast/Drink/Other\
Starbucks Coffee #7776,109 Northtowne Sq 101,15044,40.635845,-79.939774,Breakfast/Drink/Other\
Starbucks Coffee #7776,517 Grandview Crossing,15044,40.639831,-79.939071,Breakfast/Drink/Other\
Starbucks Coffee #7875,1597 Washington Pike,15017,40.382618,-80.095126,Breakfast/Drink/Other\
Starbucks Coffee #7887,202 6th St,15222,40.442536,-80.002302,Breakfast/Drink/Other\
Starbucks Coffee #7903,1500 Washington Rd,15228,40.356959,-80.051807,Breakfast/Drink/Other\
Starbucks Coffee #10052,227 Summit Park Dr,15275,40.447739,-80.178502,Breakfast/Drink/Other\
Starbucks Coffee #10521,5932 Centre Ave,15206,40.459015,-79.927563,Breakfast/Drink/Other\
Starbucks Coffee #11147,2015 Pittsburgh Mills Blvd,15084,40.570265,-79.802009,Breakfast/Drink/Other\
Starbucks Coffee #22032,3007 Washington Pike,15017,40.354433,-80.114749,Breakfast/Drink/Other\
Starbucks Coffee #27117 Amos Hall,4022 5th Ave,15213,40.443605,-79.955655,Breakfast/Drink/Other\
Starbucks Coffee Kiosk #19628,1000 Ross Park Mall Dr,15237,40.538969,-80.007711,Breakfast/Drink/Other\
Steak 'N Shake,1951 Park Manor Blvd,15205,40.452816,-80.165746,NO Dollar Menu\
Steak 'N Shake,410 Clairton Blvd,15236,40.335731,-79.948118,NO Dollar Menu\
Steak 'N Shake,650 East Waterfront Dr,15120,40.413496,-79.904456,NO Dollar Menu\
Steak 'N Shake,2005 Pittsburgh Mills Blvd,15084,40.570097,-79.801221,NO Dollar Menu\
Steel City Creamery,317 Pittsburgh Mills Circle,15084,40.57507,-79.795794,Breakfast/Drink/Other\
Subway,417 7th Ave,15219,40.442587,-79.996124,NO Dollar Menu\
Subway,5301 Grove Rd / Caste Village,15236,40.338077,-79.978961,NO Dollar Menu\
Subway,4613 Centre Ave,15213,40.452206,-79.951589,NO Dollar Menu\
Subway,500 Grandview Cr,15044,40.643043,-79.93936,NO Dollar Menu\
Subway,5438 Centre Ave,15232,40.456262,-79.936721,NO Dollar Menu\
Subway,133 8th Ave,15120,40.405599,-79.913223,NO Dollar Menu\
Subway,1609 Braddock Ave,15218,40.427224,-79.890768,NO Dollar Menu\
Subway,410 Lysle Blvd,15132,40.351319,-79.862567,NO Dollar Menu\
Subway,100 Walmart Dr,15137,40.387982,-79.824659,NO Dollar Menu\
Subway,435 Pittsburgh Mills Circle,15084,40.57507,-79.795794,NO Dollar Menu\
Subway #2936,11978 Perry Hwy,15090,40.632628,-80.058459,NO Dollar Menu\
Subway #3898,6210 Grand Ave,15225,40.513668,-80.136238,NO Dollar Menu\
Subway #4640,4706 Rt 8,15101,40.593878,-79.946977,NO Dollar Menu\
Subway #10251,1708 Mt Royal Blvd,15116,40.525573,-79.96197,NO Dollar Menu\
Subway #10396,4028 Beechwood Blvd,15217,40.427123,-79.937733,NO Dollar Menu\
Subway #21001,526 Penn Ave,15222,40.442372,-80.002693,NO Dollar Menu\
Subway #21414,2771 E Carson St,15203,40.426345,-79.965842,NO Dollar Menu\
Subway #22098,1750 Greensburg Pike,15137,40.387417,-79.821603,NO Dollar Menu\
Subway #24678,454 Home Dr,15275,40.450951,-80.182513,NO Dollar Menu\
Subway #25081,2020 Ardmore Blvd,15221,40.4211426,-79.8532695,NO Dollar Menu\
Subway #25122,1926 Murray Ave,15217,40.435206,-79.92309,NO Dollar Menu\
Subway #25123,5990 University Blvd,15108,40.521267,-80.219777,NO Dollar Menu\
Subway #25126,100 Robinson Center Drive / Sp Fc3 - Robinson Mall,15205,40.44177,-80.087015,NO Dollar Menu\
Subway #25629,1305 Pittsburgh St,15024,40.54139,-79.802043,NO Dollar Menu\
Subway #27602,1701 Lincoln Hwy,15137,40.371962,-79.786944,NO Dollar Menu\
Subway #28038,200 Monroeville Mall,15146,40.429183,-79.795459,NO Dollar Menu\
Subway #28390,4778 Liberty Ave,15224,40.460593,-79.947565,NO Dollar Menu\
Subway #28784,6270 Library Rd,15102,40.292463,-80.031009,NO Dollar Menu\
Subway #29532,124 Grant Ave,15209,40.478491,-79.970104,NO Dollar Menu\
Subway #30056,1343 W Liberty Ave,15226,40.411188,-80.012518,NO Dollar Menu\
Subway #31330,4400 Old Wm Penn Hwy,15146,40.445241,-79.764845,NO Dollar Menu\
Subway #31579,400 Ohio St,15212,40.453439,-80.0015,NO Dollar Menu\
Subway #31930,1160 B Washington Ave,15106,40.397454,-80.085297,NO Dollar Menu\
Subway #32741,3147 Banksville Rd,15237,40.39928,-80.043815,NO Dollar Menu\
Subway #32742,7700 Penn Ave,15221,40.446355,-79.893766,NO Dollar Menu\
Subway #32870,1325 Hoffman Blvd,15122,40.383831,-79.868719,NO Dollar Menu\
Subway #33633,2619 Wexford Bayne Rd,15143,40.614788,-80.098656,NO Dollar Menu\
Subway #34651,4526 Broadway Blvd,15146,40.390084,-79.767156,NO Dollar Menu\
Subway #35112,4145 Wm Penn Hwy,15146,40.439416,-79.765929,NO Dollar Menu\
Subway #35690,101 Station Sq Dr,15219,40.432446,-80.004039,NO Dollar Menu\
Subway #36717,300 Walmart Dr,15044,40.623044,-79.946493,NO Dollar Menu\
Subway #36783,2200 Washington Pike,15106,40.386653,-80.096183,NO Dollar Menu\
Subway #39339,995 Greensburg Pike,15221,40.416596,-79.840047,NO Dollar Menu\
Subway #39841, Pgh Intl Airport / Ne-2,15231,40.495309,-80.235291,NO Dollar Menu\
Subway #40231 (Wal-Mart),5055 Library Rd,15102,40.33883,-80.024575,NO Dollar Menu\
Subway #41022,219 Shiloh St,15211,40.430093,-80.007181,NO Dollar Menu\
Subway #42119,100 Highlands Mall,15065,40.646695,-79.71312,NO Dollar Menu\
Subway #44309,322 Curry Hollow Rd,15236,40.33758,-79.97663,NO Dollar Menu\
Subway #48584, Pgh Intl Airport / Se-15,15231,40.495309,-80.235291,NO Dollar Menu\
Subway #50151,2880 Industrial Bo,15102,40.327841,-80.038594,NO Dollar Menu\
Subway #54217,1035 5th Ave,15219,40.43888,-79.989485,NO Dollar Menu\
Subway #58298,537 Beaver St,15143,40.539505,-80.17923,NO Dollar Menu\
Subway #58836,4721 McKnight Rd,15237,40.517805,-80.005705,NO Dollar Menu\
Subway #59528,4313 Walnut St,15132,40.322136,-79.833971,NO Dollar Menu\
Subway #59964,1212 E Carson Street,15203,40.428581,-79.985814,NO Dollar Menu\
Subway #61053,1846 Centre Ave,15219,40.442641,-79.982151,NO Dollar Menu\
Subway #61470,84 Allegheny River Blvd,15147,40.497234,-79.844178,NO Dollar Menu\
Subway #65130,550 Butler St,15223,40.500796,-79.943429,NO Dollar Menu\
Subway #65416,48 Monongahela Ave,15045,40.33471,-79.890986,NO Dollar Menu\
Subway Salads & Sandwiches,3336 Babcock Blvd,15237,40.53444,-80.018767,NO Dollar Menu\
Subway Salads & Sandwiches,2373 Mountain View Dr,15122,40.345026,-79.947141,NO Dollar Menu\
Subway Salads & Sandwiches,119 22nd Ave,15120,40.398055,-79.901875,NO Dollar Menu\
Subway Salads & Sandwiches #25920,517 McNeilly Rd,15226,40.382945,-80.017415,NO Dollar Menu\
Subway Salads & Sandwiches #44133,1500 5th Ave,15132,40.351343,-79.849457,NO Dollar Menu\
Subway Salads & Sandwiches #56580,264 Mt Nebo Pointe Dr,15237,40.534891,-80.068199,NO Dollar Menu\
Subway Sandwich & Salads,1039 Freeport Rd,15238,40.488339,-79.885519,NO Dollar Menu\
Subway Sandwiches,112 Chartiers Ave,15136,40.465602,-80.055586,NO Dollar Menu\
Subway Sandwiches,7900 McKnight Rd,15237,40.552794,-80.015417,NO Dollar Menu\
Subway Sandwiches & Salads,500 Pine Hollow Rd Kenmawr Plaza,15136,40.469395,-80.114941,NO Dollar Menu\
Subway Sandwiches & Salads,39 Walsh Rd,15205,40.440123,-80.071073,NO Dollar Menu\
Subway Sandwiches & Salads,2351 Noblestown Rd,15205,40.426815,-80.055137,NO Dollar Menu\
Subway Sandwiches & Salads,950 Ridge Ave,15212,40.450089,-80.018163,NO Dollar Menu\
Subway Sandwiches & Salads,3 Market Pl,15222,40.440228,-80.002591,NO Dollar Menu\
Subway Sandwiches & Salads,401 Wood St,15222,40.439578,-80.001289,NO Dollar Menu\
Subway Sandwiches & Salads,703 Liberty Ave,15222,40.442751,-79.99971,NO Dollar Menu\
Subway Sandwiches & Salads,414 Smithfield St,15222,40.439038,-79.999103,NO Dollar Menu\
Subway Sandwiches & Salads,225 Ross St,15219,40.437,-79.997091,NO Dollar Menu\
Subway Sandwiches & Salads,2158 Brownsville Rd,15210,40.391956,-79.987408,NO Dollar Menu\
Subway Sandwiches & Salads,4142 Saw Mill Run Blvd,15227,40.376066,-79.969628,NO Dollar Menu\
Subway Sandwiches & Salads,4017 Butler St,15201,40.469282,-79.961849,NO Dollar Menu\
Subway Sandwiches & Salads,3707 Forbes Ave,15213,40.441327,-79.957546,NO Dollar Menu\
Subway Sandwiches & Salads,418 S Craig St,15213,40.444757,-79.948953,NO Dollar Menu\
Subway Sandwiches & Salads,751 Pittsburgh / McKeesport Blvd,15034,40.355588,-79.898878,NO Dollar Menu\
Subway Sandwiches & Salads,201 Allegheny Ave,15139,40.514196,-79.843961,NO Dollar Menu\
Subway Sandwiches & Salads,11667 Penn Hills Dr,15235,40.464969,-79.8267,NO Dollar Menu\
Subway Sandwiches & Salads,1732 Pacific Ave,15065,40.62324,-79.723789,NO Dollar Menu\
Subway Sandwiches & Salads #2685,4136 Library Rd,15234,40.359115,-80.029173,NO Dollar Menu\
Subway Sandwiches & Salads #2849,308 Cochran Rd,15228,40.380803,-80.05256,NO Dollar Menu\
Subway Sandwiches & Salads #3505,809 West View Park Dr,15229,40.516906,-80.03279,NO Dollar Menu\
Subway Sandwiches & Salads #6338,700 Forbes Ave,15219,40.438202,-79.992285,NO Dollar Menu\
Subway Sandwiches & Salads #15051,150 Market Place Dr,15071,40.441348,-80.239649,NO Dollar Menu\
Subway Sandwiches & Salads #18944,971 Ohio River Blvd,15202,40.497453,-80.060344,NO Dollar Menu\
Subway Sandwiches & Salads #20844,55 Alpha Dr,15238,40.538904,-79.835563,NO Dollar Menu\
Subway Sandwiches & Salads #24670,9805 McKnight Rd,15237,40.584706,-80.039643,NO Dollar Menu\
Subway Sandwiches & Salads #24919,583 Clairton Blvd,15236,40.333226,-79.94624,NO Dollar Menu\
Subway Sandwiches & Salads #26939,930 Presque Isle Dr,15239,40.462408,-79.706499,NO Dollar Menu\
Subway Sandwiches & Salads #29207,1025 Washington Pike,15017,40.367163,-80.110119,NO Dollar Menu\
Subway Sandwiches & Salads #36480,300 Mt Lebanon Blvd,15234,40.368707,-80.034816,NO Dollar Menu\
Subway Sandwiches & Salads #58293,5500 Butler St,15201,40.483434,-79.948921,NO Dollar Menu\
Subway Sandwiches #21685,10 Village Dr,15056,40.557796,-80.204226,NO Dollar Menu\
Subway Sandwiches #27505,3446 William Penn Hwy,15235,40.429165,-79.811071,NO Dollar Menu\
Subway Sandwiches #28039,301 South Hills Village,15241,40.342623,-80.05617,NO Dollar Menu\
Subway Sandwiches #28040,1000 Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu\
Subway Sandwiches #30671,7343 Saltsburg Rd,15235,40.478135,-79.78589,NO Dollar Menu\
Subway Sandwiches #37037,930 Penn Ave,15222,40.443878,-79.996862,NO Dollar Menu\
Sushi Fuku,120 Oakland Ave,15213,40.441664,-79.957366,Take Out\
Sushi Fuku #2,417 Craig St,15213,40.454609,-79.954019,Take Out\
Sushic @ Giant Eagle #40,5550 Centre Ave,15232,40.456537,-79.934434,Take Out\
Sushic@ Giant Eagle #43,155 Town Center Dr,15090,40.63217,-80.054312,Take Out\
Taco Bell /Pizza Hut Express #31620,825 Freeport Rd,15215,40.487186,-79.895071,Dollar Menu\
Taco Bell #5594,4032 Wm Penn Hwy,15146,40.438346,-79.767908,Dollar Menu\
Taco Bell #5656,2300 Ardmore Blvd,15221,40.416778,-79.848694,Dollar Menu\
Taco Bell #15608,2802 Jacks Run Rd,15131,40.337668,-79.80702,Dollar Menu\
Taco Bell #026113,2050 Lebanon Church Rd,15122,40.347935,-79.947793,Dollar Menu\
Taco Bell #26114,4801 McKnight Rd,15237,40.522828,-80.006531,Dollar Menu\
Taco Bell #26115,1690 Cochran Rd,15220,40.392881,-80.063026,Dollar Menu\
Taco Bell #26116,2343 Noblestown Rd,15205,40.427237,-80.054173,Dollar Menu\
Taco Bell #26117,1025 Washington Pike,15017,40.367163,-80.110119,Dollar Menu\
Taco Bell #27626,705 Allegheny Ave,15233,40.449793,-80.018714,Dollar Menu\
Taco Bell #31614,1603 Braddock Ave,15218,40.426666,-79.888681,Dollar Menu\
Taco Bell #31615,100 Northtowne Sq,15044,40.63741,-79.939513,Dollar Menu\
Target / Food Avenue Express #1217,600 Chauvet Dr,15275,40.446307,-80.183571,Breakfast/Drink/Other\
Target / Food Avenue Express #1218,9805 McKnight Rd,15237,40.584706,-80.039643,Breakfast/Drink/Other\
Target / Food Avenue Express #1219,4004 Monroeville Blvd,15146,40.433958,-79.772657,Breakfast/Drink/Other\
Target / Food Avenue Express #2077,288 Mt Nebo Pointe Dr,15237,40.535691,-80.068546,Breakfast/Drink/Other\
Target / Food Avenue Express #2385,2661 Freeport Rd,15238,40.538377,-79.836544,Breakfast/Drink/Other\
Target #2201,4801 McKnight Rd,15237,40.522828,-80.006531,Breakfast/Drink/Other\
Target #2262,550 Grandview Crossing Dr,15044,40.641828,-79.941842,Breakfast/Drink/Other\
Target Cafe / Starbucks #1253,360 E Waterfront Dr,15120,40.410403,-79.909935,Breakfast/Drink/Other\
Target Cafe / Starbucks #2787,201 South Hills Village,15241,40.340135,-80.054802,Breakfast/Drink/Other\
Target Cafe #1270,1717 Lebanon Church Rd,15122,40.348058,-79.948788,Breakfast/Drink/Other\
Target Cafe #2757,6231 Penn Ave,15206,40.4609,-79.921311,Breakfast/Drink/Other\
Tenders,121 Oakland Ave,15213,40.441864,-79.957123,Breakfast/Drink/Other\
The Apple Core Cafe / AETNA,730 Holiday Drive / Foster Plaza #8,15220,40.421988,-80.063758,Breakfast/Drink/Other\
The Bagel Factory,420 Craig St,15213,40.454605,-79.953465,Breakfast/Drink/Other\
The Bagel Factory,5825 Ellsworth Ave,15232,40.456778,-79.9302,Breakfast/Drink/Other\
The Bagel Factory,5885 Forbes Ave,15217,40.438278,-79.919953,Breakfast/Drink/Other\
The Coffee Tree Roasters,299 Beverly Rd,15216,40.388732,-80.049634,Breakfast/Drink/Other\
The Coffee Tree Roasters,10 Old Clairton Rd,15236,40.339812,-79.965456,Breakfast/Drink/Other\
The Coffee Tree Roasters,5524 Walnut St,15232,40.451252,-79.932727,Breakfast/Drink/Other\
The Coffee Tree Roasters,5840 Forbes Ave,15217,40.437809,-79.921326,Breakfast/Drink/Other\
The Coffee Tree Roasters,151 Bakery Square Blvd,15206,40.456352,-79.915518,Breakfast/Drink/Other\
The Coffee Tree Roasters,48 Fox Chapel Rd,15238,40.488455,-79.88265,Breakfast/Drink/Other\
The Court St. Cafe at Dicks Sporting Goods,345 Court St,15108,40.507631,-80.265832,Breakfast/Drink/Other\
The Meadows Original Frozen Custard,4329 Northern Pike,15146,40.434571,-79.750509,Breakfast/Drink/Other\
The Pita Pit,2763 E Carson St,15203,40.42648,-79.966039,Take Out\
The Pizza Co,3502 Main St,15120,40.385719,-79.903293,Take Out\
The Pizza Company,4101 Library Rd,15234,40.360769,-80.028372,Take Out\
The Pizza Company,5200 Brownsville Rd,15236,40.343226,-79.985594,Take Out\
The Pizza Company,1711 Clairton Rd,15122,40.328992,-79.932257,Take Out\
The Pizza Company #6,3050 Churchview Ave,15227,40.385574,-79.967678,Take Out\
The Simple Greek,665 Washington Rd,15228,40.381267,-80.043985,Take Out\
Uncle Sam's Gourmet Subs,5808 Forbes Ave,15217,40.437859,-79.922496,Take Out\
Uncle Sam's Sandwich Bar,936 Freeport Rd,15238,40.488622,-79.892179,Take Out\
Uncle Sam's Subs,210 Oakland Ave,15213,40.44119,-79.956794,Take Out\
V3 Pizza,11 5th Ave,15222,40.442313,-80.002978,Take Out\
Villa Pizza,449 Pittsburgh Mills Circle,15084,40.57507,-79.795794,Take Out\
Villa Pizza #4801,100 Robinson Center Drive / 2556 Robinson Mall,15205,40.44177,-80.087015,Take Out\
Vocelli Pizza,935 Beaver Grade Rd,15108,40.511329,-80.212909,Take Out\
Vocelli Pizza,422 Walnut St,15143,40.540521,-80.18209,Take Out\
Vocelli Pizza,3060 Liberty Ave,15216,40.392056,-80.038288,Take Out\
Vocelli Pizza,1019 Mt Royal Blvd,15223,40.517268,-79.95938,Take Out\
Vocelli Pizza,4896 Wm Flynn Hwy,15101,40.571191,-79.952845,Take Out\
Vocelli Pizza,4740 Baum Blvd,15213,40.453938,-79.948843,Take Out\
Vocelli Pizza,4235 Murray Ave,15217,40.422196,-79.928597,Take Out\
Vocelli Pizza,231 Commercial Ave,15215,40.490241,-79.903764,Take Out\
Vocelli Pizza,2011 Waverly St,15218,40.422025,-79.886205,Take Out\
Vocelli Pizza,201 Allegheny Ave,15139,40.514196,-79.843961,Take Out\
Vocelli Pizza,11745 Frankstown Rd,15235,40.467838,-79.825587,Take Out\
Vocelli Pizza / Robinson,5644 Steubenville Pike,15136,40.451757,-80.131548,Take Out\
Vocelli Pizza #1,1687 Washington Rd,15228,40.351893,-80.050278,Take Out\
Vocelli's Pizza #10,617 Brownsville Rd,15210,40.410275,-79.990068,Take Out\
Vocelli Pizza #19,1130 Perry Highway,15237,40.547834,-80.035657,Take Out\
Vocelli Pizza #30,1025 Washington Pike,15017,40.367163,-80.110119,Take Out\
Vocelli Pizza #35,1786 Golden Mile Hwy,15146,40.445275,-79.712946,Take Out\
Vocelli Pizza #74,2101 Greentree Rd,15220,40.390563,-80.072422,Take Out\
Vocelli Pizza #104,691 Clairton Blvd,15236,40.323355,-79.956672,Take Out\
Walid's Hook Fish & Chicken #2,1303 Brownsville Rd,15210,40.40272,-79.989321,NO Dollar Menu\
Walid's Hook Fish & Chicken,1000 Chartiers Ave,15220,40.444188,-80.040594,NO Dollar Menu\
Wendy's #546,1125 Washington Pike,15017,40.368036,-80.104155,Dollar Menu\
Wendy's #576,7317 McKnight Rd,15237,40.538047,-80.011881,Dollar Menu\
Wendy's #577,802 West View Park Dr,15229,40.517681,-80.032149,Dollar Menu\
Wendy's Old Fashioned Hamburger's,1015 Ohio River Blvd,15202,40.497453,-80.060344,Dollar Menu\
Wendy's Old Fashioned Hamburger's,603 Clairton Blvd,15236,40.331016,-79.945193,Dollar Menu\
Wendy's Old Fashioned Hamburgers,9 Quaker Village Shopping Center Dr,15056,40.561532,-80.205346,Dollar Menu\
Wendy's Old Fashioned Hamburgers,6296 Steubenville Pike,15205,40.447453,-80.153468,Dollar Menu\
Wendy's Old Fashioned Hamburgers,1705 Pine Hollow Rd,15136,40.47555,-80.099474,Dollar Menu\
Wendy's Old Fashioned Hamburgers,1660 Cochran Rd,15220,40.392802,-80.062098,Dollar Menu\
Wendy's Old Fashioned Hamburgers,5055 Library Rd,15102,40.33883,-80.024575,Dollar Menu\
Wendy's Old Fashioned Hamburgers,2410 Liberty Ave,15226,40.400265,-80.024151,Dollar Menu\
Wendy's Old Fashioned Hamburgers,725 Allegheny Ave,15233,40.450243,-80.018901,Dollar Menu\
Wendy's Old Fashioned Hamburgers,4031 Clairton Blvd,15227,40.376066,-79.969628,Dollar Menu\
Wendy's Old Fashioned Hamburgers,106 Northtowne Sq,15044,40.63786,-79.939374,Dollar Menu\
Wendy's Old Fashioned Hamburgers,1703 Braddock Ave,15218,40.425415,-79.888002,Dollar Menu\
Wendy's Old Fashioned Hamburgers #502,1830 Broadview Blvd,15065,40.624189,-79.723272,Dollar Menu\
Wendy's Old Fashioned Hamburgers #505,500 Lincoln Hwy,15137,40.450792,-80.199346,Dollar Menu\
Wendy's Old Fashioned Hamburgers #506,2396 Golden Mile Hwy,15239,40.463144,-79.705018,Dollar Menu\
Wendy's Old Fashioned Hamburgers #508,610 William Marks Dr,15120,40.409314,-79.898693,Dollar Menu\
Wendy's Old Fashioned Hamburgers #509,3990 Wm Penn Hwy,15146,40.438098,-79.771839,Dollar Menu\
Wendy's Old Fashioned Hamburgers #510,5076 Wm Penn Hwy,15146,40.427496,-79.705693,Dollar Menu\
Wendy's Old Fashioned Hamburgers #511,2805 Jacks Run Rd,15131,40.337977,-79.808628,Dollar Menu\
Wendy's Old Fashioned Hamburgers #520,4001 Butler St,15201,40.469108,-79.962326,Dollar Menu\
Wendy's Old Fashioned Hamburgers #521,208 Rodi Rd,15235,40.463731,-79.824453,Dollar Menu\
Wendy's Old Fashioned Hamburgers #522,116 Peebles St,15221,40.44617,-79.893195,Dollar Menu\
Wendy's Old Fashioned Hamburgers #526,3410 Wm Penn Hwy,15235,40.43005,-79.814092,Dollar Menu\
Wendy's Old Fashioned Hamburgers #527,5422 Baum Blvd,15224,40.456997,-79.937452,Dollar Menu\
Wendy's Old Fashioned Hamburgers #528,891 Freeport Rd,15238,40.486932,-79.890632,Dollar Menu\
Wendy's Old Fashioned Hamburgers #529,2691 Freeport Rd,15238,40.538093,-79.835423,Dollar Menu\
Wendy's Old-Fashioned Hamburgers #524,4524 Browns Hill Rd,15217,40.416338,-79.925252,Dollar Menu\
Wendy's Old-Fashioned Hamburgers #541,2280 Lebanon Church Rd,15122,40.348406,-79.939763,Dollar Menu\
Wendy's Old Fashioned Hamburgers #574,10810 Perry Hwy,15090,40.6156611,-80.0548015,Dollar Menu\
Wendy's Old Fashioned Hamburgers #2360,8703 University Blvd,15108,40.50602,-80.222562,Dollar Menu\
Wing Stop,1324 Carson St,15203,40.428626,-79.984257,Take Out\
Wing Stop #827,13 Foster Ave,15205,40.441096,-80.069146,Take Out\
Wings Over Pittsburgh,2525 Carson St,15203,40.427812,-79.969116,Take Out\
Ye Allegheny Sandwich Shop,822 Western Ave,15233,40.452466,-80.015119,Take Out}
